ZebrafishGeneID	ZebrafishGeneID.1	ZFINID	ZebrafishSymbol	Species	HumanGeneID	HGNCID	HumanSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
rpp40	415238	ZDB-GENE-040625-161	rpp40	Human	10799	20992	RPP40	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rprd1b	321636	ZDB-GENE-030131-355	rprd1b	Human	58490	16209	RPRD1B	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rprmb	393779	ZDB-GENE-040426-1779	rprmb	Human	56475	24201	RPRM	14	14.4	moderate	Yes	No	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps10	394121	ZDB-GENE-040426-1481	rps10	Human	6204	10383	RPS10	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps12	337007	ZDB-GENE-030131-8951	rps12	Human	6206	10385	RPS12	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps13	415169	ZDB-GENE-040625-52	rps13	Human	6207	10386	RPS13	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps14	336687	ZDB-GENE-030131-8631	rps14	Human	6208	10387	RPS14	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps15	337148	ZDB-GENE-030131-9092	rps15	Human	6209	10388	RPS15	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps15a	336764	ZDB-GENE-030131-8708	rps15a	Human	6210	10389	RPS15A	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps16	767765	ZDB-GENE-050506-107	rps16	Human	6217	10396	RPS16	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps18	192300	ZDB-GENE-020419-20	rps18	Human	6222	10401	RPS18	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps19	393723	ZDB-GENE-040426-1716	rps19	Human	6223	10402	RPS19	11	11.35	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps19bp1	100005069	ZDB-GENE-110316-2	rps19bp1	Human	91582	28749	RPS19BP1	12	12.49	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
rps2	406565	ZDB-GENE-040426-2454	rps2	Human	6187	10404	RPS2	14	14.27	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
rps20	406485	ZDB-GENE-040426-2284	rps20	Human	6224	10405	RPS20	9	9.36	high	Yes	Yes	Homologene, Inparanoid, OrthoDB, OrthoFinder, orthoMCL, Phylome, RoundUp, TreeFam, ZFIN
rps21	394166	ZDB-GENE-040426-1102	rps21	Human	6227	10409	RPS21	14	14.4	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps23	100000341	ZDB-GENE-080220-50	rps23	Human	6228	10410	RPS23	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps24	394194	ZDB-GENE-040109-5	rps24	Human	6229	10411	RPS24	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps25	393788	ZDB-GENE-040426-1788	rps25	Human	6230	10413	RPS25	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps27a	337810	ZDB-GENE-030131-10018	rps27a	Human	6233	10417	RPS27A	13	13.47	high	Yes	Yes	Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps28	406307	ZDB-GENE-030131-2022	rps28	Human	6234	10418	RPS28	13	13.49	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
rps29	405889	ZDB-GENE-040622-5	rps29	Human	6235	10419	RPS29	13	13.37	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps3	336550	ZDB-GENE-030131-8494	rps3	Human	6188	10420	RPS3	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps3a	337240	ZDB-GENE-030131-9184	rps3a	Human	6189	10421	RPS3A	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps4x	449547	ZDB-GENE-040927-19	rps4x	Human	6191	10424	RPS4X	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps5	192297	ZDB-GENE-020419-12	rps5	Human	6193	10426	RPS5	14	14.4	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps6	445028	ZDB-GENE-040801-8	rps6	Human	6194	10429	RPS6	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps6ka1	777728	ZDB-GENE-060929-516	rps6ka1	Human	6195	10430	RPS6KA1	7	7.25	high	Yes	Yes	Compara, eggNOG, OMA, orthoMCL, Panther, Phylome, ZFIN
rps6ka2	571285	ZDB-GENE-090827-1	rps6ka2	Human	6196	10431	RPS6KA2	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps6ka4	561959	ZDB-GENE-060526-284	rps6ka4	Human	8986	10433	RPS6KA4	12	12.25	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps6ka5	565173	ZDB-GENE-130530-693	rps6ka5	Human	9252	10434	RPS6KA5	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps6kal	337670	ZDB-GENE-030131-9616	rps6kal	Human	27330	10435	RPS6KA6	13	13.37	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
rps6kc1	564322	ZDB-GENE-081031-83	rps6kc1	Human	26750	10439	RPS6KC1	9	9.45	high	Yes	Yes	Compara, Hieranoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, ZFIN
rps6kl1	101886230	ZDB-GENE-111020-10	rps6kl1	Human	83694	20222	RPS6KL1	11	11.63	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, ZFIN
rps7	393725	ZDB-GENE-040426-1718	rps7	Human	6201	10440	RPS7	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rps9	114420	ZDB-GENE-010724-15	rps9	Human	6203	10442	RPS9	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rpsa	394027	ZDB-GENE-040426-811	rpsa	Human	3921	6502	RPSA	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rptor	560455	ZDB-GENE-130530-685	rptor	Human	57521	30287	RPTOR	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rpusd1	767786	ZDB-GENE-060929-444	rpusd1	Human	113000	14173	RPUSD1	12	12.41	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, ZFIN
rpusd2	565088	ZDB-GENE-120411-43	rpusd2	Human	27079	24180	RPUSD2	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
rpusd4	445101	ZDB-GENE-040801-238	rpusd4	Human	84881	25898	RPUSD4	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rqcd1	406632	ZDB-GENE-030131-1558	cnot9	Human	9125	10445	CNOT9	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rrad	327396	ZDB-GENE-030131-5607	rrad	Human	6236	10446	RRAD	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rragd	570568	ZDB-GENE-070620-6	rragd	Human	58528	19903	RRAGD	14	14.37	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rras	449660	ZDB-GENE-041010-217	rras	Human	6237	10447	RRAS	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rras2	550513	ZDB-GENE-050417-352	rras2	Human	22800	17271	RRAS2	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rrh	447916	ZDB-GENE-040912-94	rrh	Human	10692	10450	RRH	10	10.31	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
rrm1	30740	ZDB-GENE-990415-247	rrm1	Human	6240	10451	RRM1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rrm2	30733	ZDB-GENE-990415-25	rrm2	Human	6241	10452	RRM2	9	9.3	moderate	Yes	No	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
rrm2b	368909	ZDB-GENE-030616-614	rrm2b	Human	50484	17296	RRM2B	12	12.25	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rrn3	558718	ZDB-GENE-080225-1	rrn3	Human	54700	30346	RRN3	14	14.4	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rrnad1	791981	ZDB-GENE-050522-515	rrnad1	Human	51093	24273	RRNAD1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rrp1	321059	ZDB-GENE-030131-9837	rrp1	Human	23076	23818	RRP1B	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
rrp12	563195	ZDB-GENE-050706-182	rrp12	Human	23223	29100	RRP12	10	10.32	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
rrp15	327053	ZDB-GENE-030131-5261	rrp15	Human	51018	24255	RRP15	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rrp36	321183	ZDB-GENE-030131-9751	rrp36	Human	88745	21374	RRP36	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rrp7a	550241	ZDB-GENE-050417-38	rrp7a	Human	27341	24286	RRP7A	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
rrp9	402808	ZDB-GENE-060427-1	rrp9	Human	9136	16829	RRP9	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rrs1	337399	ZDB-GENE-030131-9345	rrs1	Human	23212	17083	RRS1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rs1a	445044	ZDB-GENE-040801-171	rs1a	Human	6247	10457	RS1	11	11.41	high	Yes	Yes	eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, ZFIN
rsad1	565897	ZDB-GENE-030131-2508	rsad1	Human	55316	25634	RSAD1	14	14.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
rsad2	570456	ZDB-GENE-050913-129	rsad2	Human	91543	30908	RSAD2	14	14.27	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
rsl1d1	563247	ZDB-GENE-130603-67	rsl1d1	Human	26156	24534	RSL1D1	14	14.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
rsl24d1	406266	ZDB-GENE-040426-1925	rsl24d1	Human	51187	18479	RSL24D1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rsph10b	767792	ZDB-GENE-060929-300	rsph10b	Human	728194	34385	RSPH10B2	13	12.77	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
rsph14	553388	ZDB-GENE-081104-375	rsph14	Human	27156	13437	RSPH14	13	13.37	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
rsph3	562259	ZDB-GENE-040724-173	rsph3	Human	83861	21054	RSPH3	12	12.29	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rsph4a	100148286	ZDB-GENE-030131-7437	rsph4a	Human	345895	21558	RSPH4A	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rsph9	558005	ZDB-GENE-051120-129	rsph9	Human	221421	21057	RSPH9	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rspo1	436625	ZDB-GENE-040718-44	rspo1	Human	284654	21679	RSPO1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rspo2	566054	ZDB-GENE-060503-667	rspo2	Human	340419	28583	RSPO2	13	13.36	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam, ZFIN
rspo3	100007702	ZDB-GENE-030131-9814	rspo3	Human	84870	20866	RSPO3	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rspo4	570865	ZDB-GENE-110103-2	rspo4	Human	343637	16175	RSPO4	8	8.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, orthoMCL, TreeFam, ZFIN
rspry1	565154	ZDB-GENE-061026-2	rspry1	Human	89970	29420	RSPRY1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rsrc1	405883	ZDB-GENE-040426-2374	rsrc1	Human	51319	24152	RSRC1	6	6.42	high	Yes	Yes	eggNOG, OrthoDB, OrthoFinder, Panther, Phylome, ZFIN
rsrc2	406566	ZDB-GENE-040426-2457	rsrc2	Human	65117	30559	RSRC2	13	13.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rsrp1	724003	ZDB-GENE-060616-210	rsrp1	Human	57035	25234	RSRP1	9	9.45	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
rsu1	553276	ZDB-GENE-030616-518	rsu1	Human	6251	10464	RSU1	13	13.3	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rtca	321129	ZDB-GENE-030131-9687	rtca	Human	8634	17981	RTCA	14	14.25	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rtcb	406376	ZDB-GENE-040426-2096	rtcb	Human	51493	26935	RTCB	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rtel1	503732	ZDB-GENE-050306-11	rtel1	Human	51750	15888	RTEL1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rtf1	100000471	ZDB-GENE-030131-6778	rtf1	Human	23168	28996	RTF1	10	10.31	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
rtkn2a	449666	ZDB-GENE-041010-225	rtkn2a	Human	219790	19364	RTKN2	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rtkn2b	447899	ZDB-GENE-040912-64	rtkn2b	Human	6242	10466	RTKN	6	5.88	moderate	Yes	No	eggNOG, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam
rtn2b	562639	ZDB-GENE-060331-95	rtn2b	Human	6253	10468	RTN2	7	7.3	high	Yes	Yes	Compara, eggNOG, OrthoFinder, Panther, Phylome, TreeFam, ZFIN
rtn3	394047	ZDB-GENE-030710-5	rtn3	Human	10313	10469	RTN3	8	8.11	high	Yes	Yes	Compara, eggNOG, OMA, OrthoFinder, orthoMCL, Phylome, TreeFam, ZFIN
rtn4ip1	393323	ZDB-GENE-040426-1314	rtn4ip1	Human	84816	18647	RTN4IP1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rtn4r	403306	ZDB-GENE-040310-1	rtn4r	Human	65078	18601	RTN4R	7	7.31	high	Yes	Yes	Compara, Homologene, OrthoDB, OrthoFinder, Phylome, TreeFam, ZFIN
rtn4rl1b	403308	ZDB-GENE-040310-3	rtn4rl1b	Human	146760	21329	RTN4RL1	8	8.1	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoFinder, orthoMCL, Phylome, TreeFam, ZFIN
rttn	100151439	ZDB-GENE-090609-5	rttn	Human	25914	18654	RTTN	14	14.27	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
rubcn	100000896	ZDB-GENE-100922-142	rubcn	Human	9711	28991	RUBCN	13	13.34	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
rufy1	100330077	ZDB-GENE-090421-4	rufy1	Human	80230	19760	RUFY1	14	14.4	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
rufy2	569096	ZDB-GENE-070424-66	rufy2	Human	55680	19761	RUFY2	10	10.31	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
rufy3	541522	ZDB-GENE-050327-58	rufy3	Human	22902	30285	RUFY3	9	9.36	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, ZFIN
rundc3b	492775	ZDB-GENE-041114-121	rundc3b	Human	154661	30286	RUNDC3B	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
runx1	58126	ZDB-GENE-000605-1	runx1	Human	861	10471	RUNX1	6	6.41	high	Yes	Yes	eggNOG, Homologene, OrthoFinder, Panther, Phylome, ZFIN
runx1t1	767809	ZDB-GENE-060929-164	runx1t1	Human	862	1535	RUNX1T1	12	12.19	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, ZFIN
runx2b	405788	ZDB-GENE-040629-4	runx2b	Human	860	10472	RUNX2	6	6.54	moderate	Yes	No	OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp, ZFIN
runx3	58127	ZDB-GENE-000605-2	runx3	Human	864	10473	RUNX3	13	13.3	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
rusc1	558727	ZDB-GENE-100922-274	rusc1	Human	23623	17153	RUSC1	6	6.44	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, Panther, ZFIN
rusc2	556081	ZDB-GENE-060526-131	rusc2	Human	9853	23625	RUSC2	13	13.47	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
ruvbl1	317679	ZDB-GENE-030109-2	ruvbl1	Human	8607	10474	RUVBL1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
