ZebrafishGeneID	ZebrafishGeneID.1	ZFINID	ZebrafishSymbol	Species	MouseGeneID	MGIID	MouseSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
scarf1	100005273	ZDB-GENE-030131-8778	scarf1	Mouse	380713	2449455	Scarf1	9	9.33	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OrthoFinder, OrthoInspector, orthoMCL, Panther, ZFIN
scel	368684	ZDB-GENE-030616-15	scel	Mouse	64929	1891228	Scel	9	9.41	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam, ZFIN
scfd1	317732	ZDB-GENE-030116-3	scfd1	Mouse	76983	1924233	Scfd1	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
scfd2	792105	ZDB-GENE-050320-143	scfd2	Mouse	212986	2443446	Scfd2	10	10.39	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, ZFIN
scg2b	777641	ZDB-GENE-061103-160	scg2b	Mouse	20254	103033	Scg2	13	13.26	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
scg3	393730	ZDB-GENE-040426-1725	scg3	Mouse	20255	103032	Scg3	13	13.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
scg5	393699	ZDB-GENE-040426-1687	scg5	Mouse	20394	98289	Scg5	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
scgn	573010	ZDB-GENE-041010-82	scgn	Mouse	214189	2384873	Scgn	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
schip1	550605	ZDB-GENE-050417-466	schip1	Mouse	30953	1353557	Schip1	8	8.41	high	Yes	Yes	Compara, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
sclt1	561057	ZDB-GENE-030131-3278	sclt1	Mouse	67161	1914411	Sclt1	12	12.16	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, TreeFam, ZFIN
scly	559537	ZDB-GENE-080204-30	scly	Mouse	50880	1355310	Scly	13	13.39	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
scmh1	100037329	ZDB-GENE-070410-82	scmh1	Mouse	29871	1352762	Scmh1	2	2.13	high	Yes	Yes	Panther, RoundUp
scml4	794170	ZDB-GENE-041210-338	scml4	Mouse	268297	2446140	Scml4	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
scn1ba	555423	ZDB-GENE-060503-604	scn1ba	Mouse	20266	98247	Scn1b	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
scn2b	777666	ZDB-GENE-070920-1	scn2b	Mouse	72821	106921	Scn2b	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
scn3b	563935	ZDB-GENE-070920-2	scn3b	Mouse	235281	1918882	Scn3b	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
scnm1	321696	ZDB-GENE-030131-415	scnm1	Mouse	69269	1341284	Scnm1	11	11.52	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, ZFIN
sco2	606683	ZDB-GENE-041210-173	sco2	Mouse	100126824	3818630	Sco2	13	12.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
scospondin	100036547	ZDB-GENE-051114-1	scospondin	Mouse	243369	2674311	Sspo	7	6.79	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoFinder, orthoMCL, Panther, TreeFam
scp2a	393839	ZDB-GENE-040426-1846	scp2a	Mouse	20280	98254	Scp2	12	12.29	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
scpep1	393161	ZDB-GENE-040426-890	scpep1	Mouse	74617	1921867	Scpep1	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
scrib	368473	ZDB-GENE-030616-572	scrib	Mouse	105782	2145950	Scrib	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
scrn2	558306	ZDB-GENE-040724-75	scrn2	Mouse	217140	1343092	Scrn2	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
scrn3	326058	ZDB-GENE-030131-4783	scrn3	Mouse	74616	1921866	Scrn3	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
scrt2	325372	ZDB-GENE-030131-4097	scrt2	Mouse	545474	2139287	Scrt2	9	9.28	high	Yes	Yes	eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
scube1	797832	ZDB-GENE-050302-78	scube1	Mouse	64706	1890616	Scube1	9	9.39	high	Yes	Yes	Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
scube2	503728	ZDB-GENE-050302-80	scube2	Mouse	56788	1928765	Scube2	12	12.26	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
scube3	100000687	ZDB-GENE-060717-1	scube3	Mouse	268935	3045253	Scube3	13	13.25	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
scyl1	793792	ZDB-GENE-030131-8915	scyl1	Mouse	78891	1931787	Scyl1	12	12.37	high	Yes	Yes	eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
scyl3	323839	ZDB-GENE-030131-2559	scyl3	Mouse	240880	1921385	Scyl3	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sdad1	286746	ZDB-GENE-021213-1	sdad1	Mouse	231452	2140779	Sdad1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sdc2	282667	ZDB-GENE-021206-3	sdc2	Mouse	15529	1349165	Sdc2	13	13.29	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sdc4	568593	ZDB-GENE-061111-1	sdc4	Mouse	20971	1349164	Sdc4	8	8.24	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoFinder, orthoMCL, Panther, Phylome, ZFIN
sdccag8	556980	ZDB-GENE-090313-318	sdccag8	Mouse	76816	1924066	Sdccag8	12	12.46	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
sde2	550448	ZDB-GENE-050417-270	sde2	Mouse	208768	2384788	Sde2	13	13.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sdf2	336879	ZDB-GENE-030131-8823	sdf2	Mouse	20316	108019	Sdf2	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
sdf2l1	445275	ZDB-GENE-040808-46	sdf2l1	Mouse	64136	2149842	Sdf2l1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sdf4	406360	ZDB-GENE-040426-2061	sdf4	Mouse	20318	108079	Sdf4	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sdha	393884	ZDB-GENE-040426-874	sdha	Mouse	66945	1914195	Sdha	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sdhaf1	606612	ZDB-GENE-050809-56	sdhaf1	Mouse	68332	1915582	Sdhaf1	10	10.59	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, ZFIN
sdhaf2	569482	ZDB-GENE-030131-7564	sdhaf2	Mouse	66072	1913322	Sdhaf2	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sdhaf3	449654	ZDB-GENE-041010-94	sdhaf3	Mouse	71238	1913288	Sdhaf3	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sdhaf4	563956	ZDB-GENE-040724-116	sdhaf4	Mouse	68002	1915252	Sdhaf4	9	9.2	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
sdhc	445129	ZDB-GENE-040801-26	sdhc	Mouse	66052	1913302	Sdhc	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sdk2b	564922	ZDB-GENE-030131-8203	sdk2b	Mouse	237979	2443847	Sdk2	9	9.3	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
sdr39u1	767637	ZDB-GENE-060929-104	sdr39u1	Mouse	654795	1916876	Sdr39u1	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
sdsl	563642	ZDB-GENE-131121-410	sdsl	Mouse	257635	2182607	Sdsl	11	11.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
sebox	282666	ZDB-GENE-021206-4	sebox	Mouse	18292	108012	Sebox	10	10.29	high	Yes	Yes	Compara, Hieranoid, Inparanoid, OrthoDB, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam, ZFIN
sec11a	436794	ZDB-GENE-040718-227	sec11a	Mouse	56529	1929464	Sec11a	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sec13	798071	ZDB-GENE-040426-2649	sec13	Mouse	110379	99832	Sec13	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sec16b	553356	ZDB-GENE-050208-274	sec16b	Mouse	89867	2148802	Sec16b	9	9.51	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, Panther, RoundUp, ZFIN
sec22a	324832	ZDB-GENE-030131-3553	sec22a	Mouse	317717	2447876	Sec22a	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
sec22c	558856	ZDB-GENE-060227-2	sec22c	Mouse	215474	2447871	Sec22c	14	14.25	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sec23a	406774	ZDB-GENE-040426-2823	sec23a	Mouse	20334	1349635	Sec23a	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sec23b	327268	ZDB-GENE-030131-5479	sec23b	Mouse	27054	1350925	Sec23b	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sec23ip	560750	ZDB-GENE-030131-5259	sec23ip	Mouse	207352	2450915	Sec23ip	9	8.71	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
sec24a	100000526	ZDB-GENE-120926-1	sec24a	Mouse	77371	1924621	Sec24a	11	11.63	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, ZFIN
sec24b	334633	ZDB-GENE-030131-6565	sec24b	Mouse	99683	2139764	Sec24b	12	11.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sec24c	571870	ZDB-GENE-030131-4487	sec24c	Mouse	218811	1919746	Sec24c	11	10.79	high	Yes	Yes	eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
sec24d	553407	ZDB-GENE-070117-2501	sec24d	Mouse	69608	1916858	Sec24d	9	9.36	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, Panther, Phylome, ZFIN
sec31a	266638	ZDB-GENE-020919-2	sec31a	Mouse	69162	1916412	Sec31a	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sec31b	100148383	ZDB-GENE-060418-2	sec31b	Mouse	240667	2685187	Sec31b	11	11.33	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
sec61b	791986	ZDB-GENE-040718-260	sec61b	Mouse	66212	1913462	Sec61b	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sec61g	436772	ZDB-GENE-040718-203	sec61g	Mouse	20335	1202066	Sec61g	10	9.84	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp, TreeFam
sec62	563660	ZDB-GENE-050913-83	sec62	Mouse	69276	1916526	Sec62	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
sec63	436861	ZDB-GENE-040718-328	sec63	Mouse	140740	2155302	Sec63	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
secisbp2	553399	ZDB-GENE-050208-263	secisbp2	Mouse	75420	1922670	Secisbp2	3	3.53	high	Yes	Yes	Compara, Panther, ZFIN
seh1l	334749	ZDB-GENE-030131-6689	seh1l	Mouse	72124	1919374	Seh1l	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sel1l	568615	ZDB-GENE-041001-122	sel1l	Mouse	20338	1329016	Sel1l	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sele	558139	ZDB-GENE-041014-221	sele	Mouse	20339	98278	Sele	6	6.42	moderate	Yes	No	OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, ZFIN
selenbp1	393542	ZDB-GENE-040426-1436	selenbp1	Mouse	20341	96825	Selenbp1	14	14.4	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
selk	791738	ZDB-GENE-040912-131	selenok	Mouse	80795	1931466	Selenok	13	13.26	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
selm	352913	ZDB-GENE-030410-4	selenom	Mouse	114679	2149786	Selenom	13	13.26	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
selo	558648	ZDB-GENE-030131-4485	selenoo1	Mouse	223776	1919007	Selenoo	13	13.26	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
selp	796481	ZDB-GENE-110107-2	selp	Mouse	20344	98280	Selp	8	7.81	high	Yes	Yes	eggNOG, Hieranoid, Homologene, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome
selplg	100884146	ZDB-GENE-120410-1	selplg	Mouse	20345	106689	Selplg	5	5.6	high	Yes	Yes	Hieranoid, OrthoFinder, OrthoInspector, Panther, ZFIN
sema3b	567064	ZDB-GENE-081105-78	sema3b	Mouse	20347	107561	Sema3b	13	13.22	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
sema3bl	100004611	ZDB-GENE-030131-2956	sema3bl	Mouse	218877	3041242	Sema3g	12	11.81	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome
sema3c	553130	ZDB-GENE-050513-5	sema3c	Mouse	20348	107557	Sema3c	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
sema3d	30250	ZDB-GENE-990715-2	sema3d	Mouse	108151	1860118	Sema3d	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sema3e	565658	ZDB-GENE-030131-7864	sema3e	Mouse	20349	1340034	Sema3e	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sema4ab	571290	ZDB-GENE-060503-363	sema4ab	Mouse	20351	107560	Sema4a	5	5.42	high	Yes	Yes	eggNOG, OMA, Panther, Phylome, ZFIN
sema4ba	572261	ZDB-GENE-070705-31	sema4ba	Mouse	20352	107559	Sema4b	13	13.27	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
sema4c	561895	ZDB-GENE-080303-16	sema4c	Mouse	20353	109252	Sema4c	12	12.43	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, ZFIN
sema5a	561295	ZDB-GENE-030131-8969	sema5a	Mouse	20356	107556	Sema5a	14	14.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
sema6dl	550377	ZDB-GENE-050417-171	sema6dl	Mouse	214968	2387661	Sema6d	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sema7a	324910	ZDB-GENE-030131-3633	sema7a	Mouse	20361	1306826	Sema7a	13	13.33	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, ZFIN
senp2	556400	ZDB-GENE-060810-183	senp2	Mouse	75826	1923076	Senp2	9	9.38	high	Yes	Yes	eggNOG, Homologene, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam, ZFIN
senp5	570299	ZDB-GENE-050208-772	senp5	Mouse	320213	2443596	Senp5	8	8.5	high	Yes	Yes	eggNOG, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
senp7b	100006377	ZDB-GENE-060531-45	senp7b	Mouse	66315	1913565	Senp7	10	10.28	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, ZFIN
senp8	565126	ZDB-GENE-060929-1186	senp8	Mouse	71599	1918849	Senp8	13	13.19	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam, ZFIN
sep15	352923	ZDB-GENE-030327-1	selenof	Mouse	93684	1927947	Selenof	11	11.43	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam, ZFIN
seph	347743	ZDB-GENE-030411-2	selenoh	Mouse	72657	1919907	Selenoh	6	6.52	high	Yes	Yes	Homologene, OMA, OrthoFinder, Panther, Phylome, ZFIN
sephs1	324947	ZDB-GENE-030131-3670	sephs1	Mouse	109079	1923580	Sephs1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sepn1	352914	ZDB-GENE-030327-7	selenon	Mouse	74777	2151208	Selenon	11	11.42	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam, ZFIN
sepsecs	393123	ZDB-GENE-040426-859	sepsecs	Mouse	211006	1098791	Sepsecs	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sept10	550129	ZDB-GENE-050417-3	sept10	Mouse	103080	1918110	Sept10	13	12.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sept2	323457	ZDB-GENE-030131-911	sept2	Mouse	18000	97298	Sept2	10	10.35	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
sept3	554123	ZDB-GENE-050522-375	sept3	Mouse	24050	1345148	Sept3	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sept4a	556486	ZDB-GENE-051120-87	sept4a	Mouse	18952	1270156	Sept4	8	8.31	moderate	Yes	No	Compara, eggNOG, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam, ZFIN
sept6	322694	ZDB-GENE-030131-1414	sept6	Mouse	56526	1888939	Sept6	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sepw1	352915	ZDB-GENE-030410-5	selenow1	Mouse	20364	1100878	Selenow	13	13.26	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
serac1	568022	ZDB-GENE-040616-1	serac1	Mouse	321007	2447813	Serac1	13	13.19	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam, ZFIN
serf2	100333424	ZDB-GENE-041108-1	serf2	Mouse	20365	1337114	Serf1	6	5.87	high	Yes	Yes	eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam
sergef	565673	ZDB-GENE-061220-11	sergef	Mouse	27414	1351630	Sergef	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
serhl	322648	ZDB-GENE-030131-1368	serhl	Mouse	68607	1890404	Serhl	13	12.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
serinc1	325690	ZDB-GENE-030131-4415	serinc1	Mouse	56442	1926228	Serinc1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
