MouseGeneID	MouseGeneID.1	MGIID	MouseSymbol	Species	HumanGeneID	HGNCID	HumanSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
Ifitm1	68713	1915963	Ifitm1	Human	8519	5412	IFITM1	7	7.35	moderate	Yes	No	Compara, eggNOG, HGNC, OMA, OrthoFinder, Panther, Phylome
Ifitm2	80876	1933382	Ifitm2	Human	10581	5413	IFITM2	11	11.51	high	Yes	Yes	Compara, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome
Ifitm3	66141	1913391	Ifitm3	Human	10410	5414	IFITM3	13	13.44	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp
Ifitm5	73835	1934923	Ifitm5	Human	387733	16644	IFITM5	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ifna4	15967	107664	Ifna4	Human	3440	5423	IFNA2	11	10.87	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam
Ifnar1	15975	107658	Ifnar1	Human	3454	5432	IFNAR1	13	13.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome
Ifnar2	15976	1098243	Ifnar2	Human	3455	5433	IFNAR2	14	14.21	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Ifnb1	15977	107657	Ifnb1	Human	3456	5434	IFNB1	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ifne	230405	2667156	Ifne	Human	338376	18163	IFNE	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ifng	15978	107656	Ifng	Human	3458	5438	IFNG	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ifngr1	15979	107655	Ifngr1	Human	3459	5439	IFNGR1	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ifngr2	15980	107654	Ifngr2	Human	3460	5440	IFNGR2	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ifnk	387510	2683287	Ifnk	Human	56832	21714	IFNK	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ifrd1	15982	1316717	Ifrd1	Human	3475	5456	IFRD1	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ifrd2	15983	1316708	Ifrd2	Human	7866	5457	IFRD2	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ift122	81896	1932386	Ift122	Human	55764	13556	IFT122	13	13.38	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Ift140	106633	2146906	Ift140	Human	9742	29077	IFT140	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ift172	67661	2682064	Ift172	Human	26160	30391	IFT172	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ift20	55978	1915585	Ift20	Human	90410	30989	IFT20	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ift27	67042	1914292	Ift27	Human	11020	18626	IFT27	13	13.39	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Ift46	76568	1923818	Ift46	Human	56912	26146	IFT46	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ift52	245866	2387217	Ift52	Human	51098	15901	IFT52	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ift57	73916	1921166	Ift57	Human	55081	17367	IFT57	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ift74	67694	1914944	Ift74	Human	80173	21424	IFT74	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Ift80	68259	1915509	Ift80	Human	57560	29262	IFT80	12	12.36	high	Yes	Yes	Compara, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Ift81	12589	1098597	Ift81	Human	28981	14313	IFT81	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Ift88	21821	98715	Ift88	Human	8100	20606	IFT88	14	14.21	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Igdcc3	19289	1202390	Igdcc3	Human	9543	9700	IGDCC3	14	14.27	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Igdcc4	56741	1858497	Igdcc4	Human	57722	13770	IGDCC4	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igf1	16000	96432	Igf1	Human	3479	5464	IGF1	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igf1r	16001	96433	Igf1r	Human	3480	5465	IGF1R	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igf2	16002	96434	Igf2	Human	3481	5466	IGF2	14	14.27	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Igf2bp1	140486	1890357	Igf2bp1	Human	10642	28866	IGF2BP1	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igf2bp2	319765	1890358	Igf2bp2	Human	10644	28867	IGF2BP2	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igf2bp3	140488	1890359	Igf2bp3	Human	10643	28868	IGF2BP3	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igf2r	16004	96435	Igf2r	Human	3482	5467	IGF2R	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igfals	16005	107973	Igfals	Human	3483	5468	IGFALS	13	13.19	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Igfbp1	16006	96436	Igfbp1	Human	3484	5469	IGFBP1	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igfbp2	16008	96437	Igfbp2	Human	3485	5471	IGFBP2	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igfbp3	16009	96438	Igfbp3	Human	3486	5472	IGFBP3	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igfbp4	16010	96439	Igfbp4	Human	3487	5473	IGFBP4	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igfbp5	16011	96440	Igfbp5	Human	3488	5474	IGFBP5	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igfbp6	16012	96441	Igfbp6	Human	3489	5475	IGFBP6	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igfbp7	29817	1352480	Igfbp7	Human	3490	5476	IGFBP7	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igfbpl1	75426	1933198	Igfbpl1	Human	347252	20081	IGFBPL1	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igfn1	226438	3045352	Igfn1	Human	91156	24607	IGFN1	10	10.39	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome
Ighmbp2	20589	99954	Ighmbp2	Human	3508	5542	IGHMBP2	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Iglon5	210094	2686277	Iglon5	Human	402665	34550	IGLON5	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igsf1	209268	2147913	Igsf1	Human	3547	5948	IGSF1	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igsf10	242050	1923481	Igsf10	Human	285313	26384	IGSF10	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igsf11	207683	2388477	Igsf11	Human	152404	16669	IGSF11	14	14.27	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Igsf21	230868	2681842	Igsf21	Human	84966	28246	IGSF21	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igsf3	78908	1926158	Igsf3	Human	3321	5950	IGSF3	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igsf5	72058	1919308	Igsf5	Human	150084	5952	IGSF5	13	13.36	high	Yes	Yes	eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igsf6	80719	1891393	Igsf6	Human	10261	5953	IGSF6	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igsf8	140559	2154090	Igsf8	Human	93185	17813	IGSF8	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Igsf9	93842	2135283	Igsf9	Human	57549	18132	IGSF9	12	12.18	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Ihh	16147	96533	Ihh	Human	3549	5956	IHH	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ik	24010	1345142	Ik	Human	3550	5958	IK	13	13.36	high	Yes	Yes	eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ikbip	67454	1914704	Ikbip	Human	121457	26430	IKBIP	12	12.19	high	Yes	Yes	Compara, eggNOG, HGNC, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Ikbkap	230233	1914544	Elp1	Human	8518	5959	ELP1	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ikbkb	16150	1338071	Ikbkb	Human	3551	5960	IKBKB	14	14.23	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ikbke	56489	1929612	Ikbke	Human	9641	14552	IKBKE	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ikbkg	16151	1338074	Ikbkg	Human	8517	5961	IKBKG	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ikzf1	22778	1342540	Ikzf1	Human	10320	13176	IKZF1	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ikzf2	22779	1342541	Ikzf2	Human	22807	13177	IKZF2	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ikzf3	22780	1342542	Ikzf3	Human	22806	13178	IKZF3	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ikzf4	22781	1343139	Ikzf4	Human	64375	13179	IKZF4	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ikzf5	67143	1914393	Ikzf5	Human	64376	14283	IKZF5	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il10	16153	96537	Il10	Human	3586	5962	IL10	14	14.14	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Il10ra	16154	96538	Il10ra	Human	3587	5964	IL10RA	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il10rb	16155	109380	Il10rb	Human	3588	5965	IL10RB	12	12.36	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam
Il11	16156	107613	Il11	Human	3589	5966	IL11	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il11ra1	16157	107426	Il11ra1	Human	3590	5967	IL11RA	10	9.9	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome
Il12a	16159	96539	Il12a	Human	3592	5969	IL12A	14	14.14	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Il12b	16160	96540	Il12b	Human	3593	5970	IL12B	14	14.34	high	Yes	Yes	Compara, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il12rb1	16161	104579	Il12rb1	Human	3594	5971	IL12RB1	14	14.4	high	Yes	Yes	Compara, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il12rb2	16162	1270861	Il12rb2	Human	3595	5972	IL12RB2	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il13	16163	96541	Il13	Human	3596	5973	IL13	14	14.14	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Il13ra1	16164	105052	Il13ra1	Human	3597	5974	IL13RA1	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il13ra2	16165	1277954	Il13ra2	Human	3598	5975	IL13RA2	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il15	16168	103014	Il15	Human	3600	5977	IL15	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il15ra	16169	104644	Il15ra	Human	3601	5978	IL15RA	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il16	16170	1270855	Il16	Human	3603	5980	IL16	13	13.38	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Il17a	16171	107364	Il17a	Human	3605	5981	IL17A	13	13.19	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Il17b	56069	1928397	Il17b	Human	27190	5982	IL17B	14	14.2	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Il17c	234836	2446486	Il17c	Human	27189	5983	IL17C	13	13.19	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Il17d	239114	2446510	Il17d	Human	53342	5984	IL17D	12	12.12	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, TreeFam
Il17f	257630	2676631	Il17f	Human	112744	16404	IL17F	13	13.19	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Il17ra	16172	107399	Il17ra	Human	23765	5985	IL17RA	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il17rb	50905	1355292	Il17rb	Human	55540	18015	IL17RB	13	13.36	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
Il17rc	171095	2159336	Il17rc	Human	84818	18358	IL17RC	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il17rd	171463	2159727	Il17rd	Human	54756	17616	IL17RD	14	14.21	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Il17re	57890	1889371	Il17re	Human	132014	18439	IL17RE	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il18	16173	107936	Il18	Human	3606	5986	IL18	12	12.16	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, TreeFam
Il18bp	16068	1333800	Il18bp	Human	10068	5987	IL18BP	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il18r1	16182	105383	Il18r1	Human	8809	5988	IL18R1	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il18rap	16174	1338888	Il18rap	Human	8807	5989	IL18RAP	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il19	329244	1890472	Il19	Human	29949	5990	IL19	13	13.19	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Il1a	16175	96542	Il1a	Human	3552	5991	IL1A	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il1b	16176	96543	Il1b	Human	3553	5992	IL1B	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il1f6	54448	1859324	Il1f6	Human	27179	15562	IL36A	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il1f8	69677	1916927	Il1f8	Human	27177	15564	IL36B	8	8.25	high	Yes	Yes	Compara, eggNOG, HGNC, Homologene, OMA, orthoMCL, Panther, Phylome
Il1f9	215257	2449929	Il1f9	Human	56300	15741	IL36G	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il1r1	16177	96545	Il1r1	Human	3554	5993	IL1R1	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
