qp_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
0	1.06358278635804	0.771	0.249	0	LM	nuf
0	1.02755617431759	0.62	0.228	0	LM	mew
0	1.02400020665386	0.574	0.022	0	LM	Dgk
0	1.02259173226053	0.888	0.569	0	LM	Rab35
0	1.01999790397007	0.748	0.209	0	LM	Abl
0	1.01568484354681	0.876	0.536	0	LM	Adgf-A
0	0.998089564449129	0.51	0.069	0	LM	bves
0	0.993321282038997	0.647	0.204	0	LM	krz
0	0.988804248912891	0.383	0.037	0	LM	ItgaPS5
0	0.984885975393764	0.607	0.054	0	LM	wun2
0	0.984447886651985	0.959	0.773	0	LM	Scamp
0	0.95355435439011	0.619	0.172	0	LM	CG31729
0	0.951927632855403	0.872	0.462	0	LM	CG4511
0	0.950296984916958	0.922	0.617	0	LM	ifc
0	0.946500310050804	0.618	0.126	0	LM	rdgB
0	0.942117250004002	0.586	0.3	0	LM	Gdap2
0	0.940158948468675	0.898	0.574	0	LM	Ras85D
0	0.927215325480112	0.39	0.126	0	LM	glob1
0	0.908248299954735	0.848	0.484	0	LM	MESK2
0	0.905938519256239	0.693	0.243	0	LM	NKAIN
0	0.904898634322012	0.614	0.122	0	LM	CG7956
0	0.90161177202266	0.732	0.261	0	LM	C3G
0	0.897241814121651	0.779	0.385	0	LM	lap
0	0.896457244647154	0.704	0.312	0	LM	Gprk2
0	0.893395194952935	0.756	0.254	0	LM	aru
0	0.880255768617221	0.746	0.267	0	LM	CG32264
0	0.879337804191647	0.692	0.235	0	LM	Vinc
0	0.878973418377103	0.666	0.154	0	LM	CalpA
0	0.877372689713027	0.623	0.379	0	LM	Dhpr
0	0.870306885261127	0.909	0.581	0	LM	Fim
0	0.864125966834668	0.672	0.154	0	LM	Klp98A
0	0.863474057349464	0.818	0.495	0	LM	ens
0	0.860122697915226	0.733	0.289	0	LM	parvin
0	0.857945686557786	0.785	0.342	0	LM	Pfdn4
0	0.856316349184684	1	0.997	0	LM	tsr
0	0.853696349781693	0.931	0.754	0	LM	Clic
0	0.851755095453193	0.633	0.362	0	LM	Tpi
0	0.846662985806619	0.775	0.367	0	LM	Snx6
0	0.845660440996854	0.963	0.769	0	LM	Rab1
0	0.841729262857108	0.522	0.088	0	LM	CG33111
0	0.836049486716888	0.925	0.673	0	LM	Syx1A
0	0.824756739145929	0.611	0.131	0	LM	GramD1B
0	0.815361103246027	0.51	0.068	0	LM	Uvrag
0	0.805903055091179	0.66	0.218	0	LM	Ras64B
0	0.803868374309799	0.743	0.306	0	LM	Ilk
0	0.795269560696485	0.312	0.002	0	LM	CG7497
0	0.786660051775658	0.811	0.47	0	LM	Irk1
0	0.777873501238996	0.445	0.136	0	LM	Ipp
0	0.77133095192489	0.669	0.198	0	LM	Lnpk
0	0.769147541873071	0.922	0.765	0	LM	CG1943
0	0.760243411237818	0.92	0.781	0	LM	Gp93
0	0.745994147665045	0.631	0.283	0	LM	CG9149
0	0.744480983304036	0.757	0.393	0	LM	Esyt2
0	0.722003203102688	0.607	0.174	0	LM	Rhp
0	0.72015425838444	0.976	0.898	0	LM	RhoGDI
0	0.718882861514592	0.923	0.695	0	LM	Arpc2
0	0.714488552673678	0.481	0.171	0	LM	Pka-R1
0	0.698445548308225	0.625	0.165	0	LM	wun
0	0.691546148277093	0.778	0.439	0	LM	Rap2l
0	0.691220643556324	0.617	0.179	0	LM	Abi
0	0.685710158896976	0.717	0.3	0	LM	Nhe2
0	0.684780817751655	0.911	0.725	0	LM	Vha68-2
0	0.681256767715744	0.686	0.276	0	LM	SCAR
0	0.675115720331698	0.481	0.055	0	LM	Exn
0	0.672655484644344	0.839	0.531	0	LM	Rab6
0	0.668772184033739	0.819	0.501	0	LM	Pfdn1
0	0.662340468897262	0.456	0.165	0	LM	Tomosyn
0	0.653643845465762	0.798	0.466	0	LM	Myo61F
0	0.650543997721829	0.409	0.009	0	LM	Myo28B1
0	0.647431286899018	0.915	0.719	0	LM	CCT4
0	0.64026002394516	0.551	0.208	0	LM	CG32147
0	0.639806738276903	0.625	0.252	0	LM	Pis
0	0.638391063828322	0.506	0.281	0	LM	Pglym78
0	0.636430488868821	0.469	0.172	0	LM	galectin
0	0.634791987709355	0.557	0.18	0	LM	CG6983
0	0.633553686697886	0.688	0.418	0	LM	drongo
0	0.629976250566838	0.779	0.428	0	LM	TBCB
0	0.628182143196548	0.85	0.583	0	LM	Pfdn2
0	0.618733289225681	0.785	0.476	0	LM	Pfdn6
0	0.618090214252404	0.838	0.58	0	LM	Galphai
0	0.615709161537084	0.273	0.045	0	LM	sfl
0	0.613866223446625	0.73	0.389	0	LM	msn
0	0.613618691000806	0.291	0.008	0	LM	CG10947
0	0.613156285709199	0.779	0.456	0	LM	Khc
0	0.611228081101616	0.806	0.504	0	LM	Mo25
0	0.609914715332081	0.451	0.126	0	LM	Khc-73
0	0.607265168311026	0.939	0.779	0	LM	CCT5
0	0.607228514907063	0.727	0.383	0	LM	CG14894
0	0.603788740850981	0.724	0.441	0	LM	capu
0	0.599959229680842	0.494	0.093	0	LM	cnn
0	0.59874697417971	0.815	0.508	0	LM	flr
0	0.593655203177092	0.409	0.049	0	LM	Lmpt
0	0.583901039373976	0.939	0.799	0	LM	Pp1-87B
0	0.57641568895788	0.894	0.689	0	LM	CCT7
0	0.571463473146667	0.726	0.385	0	LM	mgr
0	0.568356922574272	0.938	0.776	0	LM	CCT2
0	0.567833069091808	0.445	0.103	0	LM	CG42663
0	0.565677631533395	0.362	0.067	0	LM	smash
0	0.565520712937017	0.629	0.275	0	LM	Stim
0	0.565111892524553	0.666	0.338	0	LM	Tao
0	0.562781437069733	0.639	0.343	0	LM	sra
0	0.546815381425819	0.339	0.048	0	LM	CG1607
0	0.546363209613358	0.76	0.445	0	LM	Cip4
0	0.545894631112185	0.912	0.723	0	LM	CCT3
0	0.543929148633938	0.882	0.677	0	LM	CCT6
0	0.542681181556987	0.799	0.515	0	LM	zda
0	0.53470432591368	0.48	0.129	0	LM	RNaseX25
0	0.530016425885779	0.666	0.326	0	LM	mrj
0	0.528535199601019	0.588	0.307	0	LM	CG12012
0	0.524280296983539	0.43	0.195	0	LM	CG9391
0	0.523443886899222	0.404	0.178	0	LM	Meltrin
0	0.516813007291381	0.643	0.298	0	LM	chb
0	0.511700023922826	0.71	0.379	0	LM	CycY
0	0.505284312803278	0.429	0.073	0	LM	Atg18b
0	0.497524166945979	0.514	0.176	0	LM	Syx7
0	0.489780081774965	0.715	0.399	0	LM	Galphaq
0	0.480800634953268	0.799	0.547	0	LM	AP-2sigma
0	0.480139092416023	0.538	0.182	0	LM	CG5721
0	0.478158054216577	0.769	0.531	0	LM	CG5676
0	0.476181601862164	0.35	0.074	0	LM	CG33090
0	0.476160639707883	0.666	0.37	0	LM	Ank
0	0.47494004423631	0.648	0.328	0	LM	Spt-I
0	0.47405988216521	0.438	0.122	0	LM	GAPcenA
0	0.473340491615441	0.519	0.17	0	LM	pnr
0	0.472145621706828	0.539	0.2	0	LM	yki
0	0.470529524266587	0.85	0.713	0	LM	ReepB
0	0.469218317687826	0.949	0.848	0	LM	Clc
0	0.467219487748752	0.451	0.131	0	LM	gammaSnap1
0	0.46442451408416	0.544	0.21	0	LM	CG5934
0	0.464118931864488	0.381	0.097	0	LM	inaE
0	0.462265791281511	0.904	0.761	0	LM	Arf102F
0	0.458614137732734	0.549	0.209	0	LM	Drp1
0	0.458493747549789	0.914	0.77	0	LM	Vha13
0	0.45813712214557	0.528	0.189	0	LM	Arl2
0	0.452405429749698	0.71	0.401	0	LM	flw
0	0.449474352821385	0.7	0.396	0	LM	Arp2
0	0.449140418777576	0.429	0.138	0	LM	CG3662
0	0.448950873460714	0.736	0.468	0	LM	Wbp2
0	0.448233571044992	0.744	0.484	0	LM	VhaAC39-1
0	0.443710168315232	0.449	0.135	0	LM	foxo
0	0.443133875988253	0.657	0.363	0	LM	RhoGAP68F
0	0.440793643674717	0.733	0.459	0	LM	CG31715
0	0.440660515420712	0.565	0.31	0	LM	SpdS
0	0.437785185939635	0.846	0.643	0	LM	CG5554
0	0.434062532945439	0.349	0.067	0	LM	Zasp52
0	0.432724556960959	0.825	0.614	0	LM	Pfdn5
0	0.431733468870969	0.546	0.25	0	LM	Hip1
0	0.43132107222046	0.626	0.319	0	LM	CG10425
0	0.431166370570182	0.513	0.22	0	LM	Mbs
0	0.428432758233741	0.827	0.63	0	LM	CCT1
0	0.428324884341724	0.463	0.149	0	LM	iPLA2-VIA
0	0.425385296827892	0.663	0.365	0	LM	AP-1sigma
0	0.425304738135009	0.702	0.416	0	LM	Klc
0	0.41857587826461	0.79	0.576	0	LM	Vha55
0	0.417695662261016	0.877	0.69	0	LM	Arf51F
0	0.416369945856128	0.545	0.238	0	LM	CG8176
0	0.41628340686577	0.774	0.547	0	LM	CG40228
0	0.412085829801094	0.434	0.129	0	LM	CenB1A
0	0.407658418558046	0.515	0.212	0	LM	vap
0	0.405368816725609	0.54	0.24	0	LM	qm
0	0.403964264283111	0.594	0.307	0	LM	Myd88
0	0.398994344241223	0.936	0.838	0	LM	Rtnl1
0	0.398416456627915	0.81	0.582	0	LM	epsilonCOP
0	0.398080536167192	0.556	0.28	0	LM	Cals
0	0.396008077643528	0.425	0.147	0	LM	nes
0	0.39591508955215	0.498	0.196	0	LM	Ykt6
0	0.395709807717152	0.722	0.463	0	LM	HSPC300
0	0.394179901608261	0.279	0.014	0	LM	Epac
0	0.394074858098475	0.41	0.144	0	LM	Pkc98E
0	0.392403364427813	0.254	0.006	0	LM	Kal1
0	0.391280878564095	0.367	0.081	0	LM	CG17754
0	0.390524308885728	0.308	0.1	0	LM	Pvf2
0	0.388291427628666	0.525	0.24	0	LM	Mob4
0	0.387209458365769	0.507	0.213	0	LM	Sra-1
0	0.386962310036699	0.462	0.169	0	LM	PIG-V
0	0.385581503469642	0.561	0.292	0	LM	CG7220
0	0.385099235292604	0.807	0.582	0	LM	Cyt-b5
0	0.378510183151509	0.861	0.695	0	LM	Vha14-1
0	0.374662775418559	0.293	0.057	0	LM	LIMK1
0	0.369681957247272	0.853	0.688	0	LM	Jwa
0	0.366237596543916	0.407	0.122	0	LM	Ced-12
0	0.356000498961764	0.449	0.184	0	LM	RagA-B
0	0.355243210651927	0.674	0.412	0	LM	Arp1
0	0.351874655072915	0.377	0.102	0	LM	FucTB
0	0.350400652257494	0.487	0.222	0	LM	Gos28
0	0.3412376972324	0.447	0.18	0	LM	Ctl2
0	0.340739537036214	0.462	0.182	0	LM	slim
0	0.338760118499046	0.967	0.91	0	LM	Arf79F
0	0.338311306313615	0.343	0.093	0	LM	hppy
0	0.328932950771117	0.44	0.162	0	LM	CG33298
0	0.326826224638934	0.331	0.073	0	LM	Nhe1
0	0.324281496943258	0.254	0.036	0	LM	Apc
0	0.320261511514539	0.421	0.163	0	LM	Syx8
0	0.315805608245419	0.321	0.066	0	LM	CG10444
0	0.310182701118836	0.355	0.106	0	LM	Usp12-46
0	0.3055297909943	0.42	0.16	0	LM	Hem
0	0.298981472906375	0.41	0.168	0	LM	hook
0	0.298115015765199	0.362	0.127	0	LM	cag
0	0.297714610106392	0.368	0.122	0	LM	vimar
0	0.291365661571653	0.357	0.112	0	LM	Klp64D
0	0.288443428068577	0.305	0.082	0	LM	Atg13
0	0.288008667138551	0.388	0.138	0	LM	Madm
0	0.284952967511357	0.952	0.893	0	LM	eff
0	0.276141730138791	0.352	0.117	0	LM	Golgin245
0	0.275876274580434	0.261	0.061	0	LM	Synj
0	0.258873725773621	0.286	0.068	0	LM	CG10874
0	0.25565310741301	0.287	0.079	0	LM	ric8a
2.96439387504748e-323	0.378109910201372	0.709	0.46	4.94194102909165e-319	LM	Rala
4.52070065944741e-321	0.250328802065226	0.286	0.087	7.53646006936477e-317	LM	Pdss2
9.44807663329966e-318	0.315411080643923	0.497	0.239	1.57508885553739e-313	LM	Vps26
1.23583851420969e-317	0.351039783590829	0.834	0.651	2.06026638703897e-313	LM	CCT8
3.57055535791259e-316	0.340416897295736	0.602	0.337	5.95247283717609e-312	LM	CG9775
1.2194814631102e-315	0.275783770524877	0.397	0.162	2.03299754715101e-311	LM	CG2818
1.06915445315936e-312	0.307819028195142	0.331	0.118	1.78238738886197e-308	LM	Unc-76
1.23378390997511e-307	0.274978187424704	0.315	0.108	2.05684115631951e-303	LM	CG11779
3.25026710968031e-305	0.319991417176922	0.468	0.221	5.41852029854804e-301	LM	CG14903
3.00723226632136e-303	0.331167071799451	0.418	0.182	5.01335691118434e-299	LM	eas
6.95712544988661e-302	0.330806196692487	0.579	0.318	1.1598223837506e-297	LM	Alg2
7.90041320388449e-302	0.275959461103863	0.419	0.182	1.31707788521958e-297	LM	mtm
1.45986049759304e-300	0.281439375115155	0.424	0.187	2.43373343553735e-296	LM	AnxB10
2.32528230372715e-299	0.294760651259578	0.482	0.233	3.87647812854354e-295	LM	wnd
1.64609463860134e-298	0.283448783374686	0.432	0.194	2.74420437201229e-294	LM	TBCC
1.47495083059753e-297	0.305005967752894	0.311	0.11	2.45889052968914e-293	LM	CG6903
2.25664508020573e-295	0.251964808716471	0.314	0.11	3.76205301321097e-291	LM	CG11807
8.14672725809545e-295	0.344802271289144	0.599	0.347	1.35814090119709e-290	LM	Nsf2
4.43917578599187e-294	0.371442304573622	0.788	0.585	7.40054995282704e-290	LM	uex
2.95297609078001e-292	0.274954164603781	0.413	0.181	4.92290644093936e-288	LM	Sras
4.91660672501648e-292	0.395297314226153	0.501	0.262	8.19647507127498e-288	LM	P58IPK
5.74943835032792e-287	0.316624525561288	0.871	0.726	9.58488867383167e-283	LM	CG40045
5.70669037016532e-285	0.279102926469999	0.937	0.871	9.5136235161026e-281	LM	RNASEK
9.6106758793352e-284	0.285916273600798	0.504	0.257	1.60219577584397e-279	LM	CG40191
3.02057712223694e-283	0.30742551588302	0.53	0.28	5.03560412048121e-279	LM	Bet1
3.4559939163903e-282	0.30438642278795	0.528	0.279	5.76148745801427e-278	LM	CG3652
2.16202213513739e-281	0.334002565927894	0.717	0.48	3.60430710148754e-277	LM	CG17202
2.17520183130114e-281	0.267245733190174	0.407	0.18	3.62627897296213e-277	LM	CG1486
2.25476186430591e-281	0.250113616503184	0.275	0.09	3.75891350398439e-277	LM	RhoGAP93B
4.11801922556423e-279	0.360153673448564	0.725	0.503	6.86514985093812e-275	LM	Vha44
1.92026706711965e-278	0.356765017293464	0.727	0.51	3.20127722759518e-274	LM	CG11857
4.01170271811558e-278	0.263508692972197	0.335	0.129	6.68790960137048e-274	LM	CG1105
8.54253090332526e-278	0.296190002284375	0.528	0.281	1.42412532689335e-273	LM	Ubc10
1.82671996598208e-276	0.26139225244009	0.445	0.211	3.04532485528873e-272	LM	CG12547
1.33812599895406e-273	0.284449052950031	0.326	0.125	2.23078985285632e-269	LM	Tep2
2.95907699224668e-273	0.332786504340038	0.826	0.658	4.93307725377444e-269	LM	PMCA
3.20621965344242e-270	0.286378092052052	0.926	0.837	5.34508878425387e-266	LM	Sar1
8.98053284905633e-270	0.328797820135857	0.788	0.589	1.49714463126618e-265	LM	Vha36-1
1.44959094491336e-265	0.336800453391749	0.628	0.384	2.41661306426507e-261	LM	Piezo
2.21887715492446e-264	0.274260162850785	0.462	0.229	3.69909010497457e-260	LM	par-6
1.84036670381466e-263	0.28747758767186	0.442	0.214	3.06807533192942e-259	LM	CG8230
8.53506837560414e-262	0.269454016317287	0.4	0.182	1.42288124889697e-257	LM	Dhap-at
4.73197342910795e-261	0.294730556384031	0.575	0.33	7.88867290366586e-257	LM	CG7945
1.21856643500495e-260	0.305182075922294	0.411	0.192	2.03147210379676e-256	LM	CaMKI
6.65271247687482e-260	0.322434647203972	0.855	0.706	1.1090736970198e-255	LM	Vha26
3.47605030329509e-259	0.325742567222322	0.63	0.391	5.79492346062324e-255	LM	Pmm2
4.34877628304938e-257	0.307604950587266	0.591	0.351	7.24984494147163e-253	LM	Vps25
1.75966045721118e-256	0.303503180215196	0.476	0.246	2.93352994821676e-252	LM	CG33054
2.08090659915124e-255	0.318609555987325	0.717	0.491	3.46907939144504e-251	LM	PyK
1.18701613175694e-253	0.348114456943291	0.477	0.266	1.97887459325199e-249	LM	Pmp70
1.50394496631937e-252	0.362846351053527	0.648	0.412	2.50722665335101e-248	LM	loco
3.94464235095463e-250	0.259517127812325	0.511	0.277	6.57611326327647e-246	LM	CG3061
1.29120300257736e-247	0.314558712054292	0.716	0.492	2.15256452559672e-243	LM	alpha-Cat
1.44241518989415e-245	0.263518153042712	0.487	0.258	2.40465036307253e-241	LM	Pgm2a
3.07141135609924e-244	0.26495254691282	0.457	0.233	5.12034987175304e-240	LM	betaggt-I
3.34010181577954e-244	0.293226530635339	0.601	0.364	5.56828373708607e-240	LM	Mkk4
8.60763992667162e-242	0.279533088202365	0.516	0.285	1.43497965217543e-237	LM	RN-tre
5.47934806304248e-238	0.305659978338752	0.828	0.676	9.13462115589812e-234	LM	Fis1
2.83959207714155e-236	0.299368891483219	0.724	0.507	4.73388395180268e-232	LM	Rpt6
2.60313723824511e-234	0.259172126360108	0.515	0.287	4.33969008987843e-230	LM	aph-1
5.2669295805838e-233	0.275424863635252	0.869	0.737	8.78049830379125e-229	LM	CG5174
8.87470133453443e-233	0.256518044482279	0.41	0.2	1.47950145948023e-228	LM	Membrin
1.13697372384663e-232	0.321072815992976	0.508	0.289	1.89544889502471e-228	LM	CG14812
5.42248582171842e-232	0.305645796768476	0.71	0.497	9.03982611338677e-228	LM	Rpt4
7.34523230511982e-228	0.272547760505745	0.554	0.325	1.22452367758653e-223	LM	Atf6
9.89997896084592e-227	0.283467975318227	0.595	0.365	1.65042549256262e-222	LM	opm
1.41272302286444e-224	0.263566365474832	0.285	0.111	2.3551505514173e-220	LM	Hel89B
1.58567097108314e-224	0.278291512202039	0.612	0.384	2.64347207589271e-220	LM	Vps29
2.6817855014072e-223	0.268972267574083	0.646	0.417	4.47080460939595e-219	LM	Arfip
3.02829293850245e-219	0.255750129044722	0.423	0.216	5.04846715777744e-215	LM	CG5708
6.97794662018506e-217	0.284738241457741	0.656	0.436	1.16329348105105e-212	LM	PDCD-5
9.69795597847904e-214	0.25814926068037	0.391	0.193	1.61674624117224e-209	LM	ppl
2.97090862547168e-213	0.372622875451358	0.978	0.971	4.95280176952383e-209	LM	Calr
3.22944655774042e-212	0.29695687962963	0.733	0.533	5.38381035640905e-208	LM	shi
1.95411035562423e-205	0.383169737173918	0.714	0.548	3.25769737386115e-201	LM	RhoGAP71E
1.16664681972516e-203	0.267517883571121	0.484	0.275	1.94491691316381e-199	LM	EMC3
1.25014537913747e-197	0.287423275271995	0.539	0.331	2.08411736156007e-193	LM	CG11537
8.67330007456758e-186	0.255612671682306	0.725	0.529	1.44592585543116e-181	LM	Rpn5
9.42974794065765e-185	0.299139644188988	0.865	0.755	1.57203327918704e-180	LM	Gdh
2.72343650829623e-168	0.264809904991073	0.611	0.416	4.54024100298064e-164	LM	p24-1
3.2934215475958e-164	0.250447856301697	0.706	0.519	5.49046306199696e-160	LM	Usp14
4.81435535761483e-160	0.305231111031558	0.852	0.774	8.02601181667969e-156	LM	Cyt-c-p
1.43399159124689e-148	0.348382587108332	0.734	0.61	2.39060738176769e-144	LM	Eno
1.19067662741579e-135	0.255660154777949	0.483	0.314	1.98497700556486e-131	LM	CG11999
0	3.72825438867577	0.756	0.134	0	CC	CG10467
0	3.01481733115688	0.413	0.004	0	CC	CG9119
0	2.76475821052037	0.948	0.529	0	CC	Men
0	2.65404885404759	0.833	0.29	0	CC	Gip
0	2.38010530582514	0.911	0.328	0	CC	Atox1
0	2.20114612410823	0.879	0.389	0	CC	CG10602
0	2.16415212246166	0.812	0.157	0	CC	Ctr1A
0	2.09542815376381	0.542	0.004	0	CC	Pde1c
0	2.08129759906832	0.966	0.69	0	CC	Fkbp59
0	2.0116160996738	0.645	0.052	0	CC	CG5828
0	1.90909814196345	0.74	0.106	0	CC	fbp
0	1.88497015509499	0.756	0.017	0	CC	peb
0	1.75854453768444	0.603	0.032	0	CC	CG10469
0	1.69493884408289	0.536	0.027	0	CC	St3
0	1.39831135146446	0.766	0.407	0	CC	CG2915
0	0.94386943392428	0.371	0.001	0	CC	NijB
0	0.867025668643107	0.466	0.007	0	CC	Oatp30B
0	0.832059072622768	0.484	0.003	0	CC	lz
1.86559187869655e-320	1.1522038587499	0.633	0.044	3.11012822097501e-316	CC	klu
7.29652562100443e-303	1.55806072752989	0.429	0.125	1.21640378627765e-298	CC	CG17065
8.63084040527628e-281	1.27512811720164	0.81	0.344	1.43884740396361e-276	CC	CG18747
2.28464280583027e-244	1.04105194657037	0.651	0.13	3.80872802159964e-240	CC	CG32638
3.73973332780948e-220	1.38068749425746	0.391	0.035	6.23450943079119e-216	CC	CG10621
3.17073152915189e-199	0.744302314623878	0.988	0.961	5.28592653224912e-195	CC	Hsc70-4
1.20461614978732e-178	0.83428045717144	0.968	0.874	2.00821558331044e-174	CC	Trx-2
1.16104135178607e-138	0.871542923923857	0.734	0.411	1.93557203756255e-134	CC	bbc
5.025120018464e-135	0.72930683978126	0.423	0.054	8.37737758278134e-131	CC	CG13077
5.27883670560531e-96	0.900430566467297	0.444	0.142	8.80034867191462e-92	CC	IP3K2
1.01501154438419e-93	0.559036523003005	0.371	0.064	1.69212574564288e-89	CC	CG6805
6.90730863330913e-86	0.678458872257895	0.333	0.049	1.15151742225896e-81	CC	nrv3
2.82319672421e-84	0.438942061979625	0.28	0.037	4.70655125893049e-80	CC	Plc21C
1.35676097716731e-81	0.542207832296346	0.903	0.76	2.26185622503561e-77	CC	Sod1
7.21260135062286e-81	0.407466689264841	0.288	0.041	1.20241277116234e-76	CC	CG1847
9.92441850499894e-76	0.474050950894991	0.399	0.099	1.65449980896837e-71	CC	Ncc69
3.28601129715934e-74	0.565752333573321	0.635	0.312	5.47810943349434e-70	CC	CG7556
2.25350347228002e-71	0.566297808740816	0.454	0.152	3.75681563863803e-67	CC	Eaf
1.31386998020531e-70	0.469488578260672	0.419	0.11	2.19035264400027e-66	CC	Adk3
1.68580049554145e-69	0.413902856916577	0.998	0.998	2.81039800611716e-65	CC	pAbp
6.93053567597971e-67	0.529453965422959	0.442	0.15	1.15538960254258e-62	CC	fry
2.55488283031705e-65	0.67559576591828	0.548	0.349	4.25924516642156e-61	CC	Pgd
9.31023989005681e-65	0.697933726419216	0.442	0.165	1.55211009207137e-60	CC	cpo
5.26665691382299e-59	0.524882478578203	0.915	0.838	8.78004374103431e-55	CC	CG45050
3.03130168796657e-58	0.489555574090319	0.821	0.666	5.05348304400906e-54	CC	ND-B16.6
2.9227862125776e-57	0.423644624072799	0.323	0.078	4.87257689498812e-53	CC	Lpin
3.92643329760168e-55	0.50908148865278	0.492	0.2	6.54575695043176e-51	CC	sut1
2.76939222582022e-52	0.561413641746335	0.554	0.33	4.61685377966489e-48	CC	Naxd
1.00608683916123e-50	0.465097311355956	0.792	0.633	1.67724736956568e-46	CC	CG1416
1.40974168731183e-50	0.334381838649314	0.292	0.069	2.35018036691754e-46	CC	CG34183
1.36863555744173e-48	0.362871213939775	0.972	0.943	2.2816523378111e-44	CC	CycG
2.23334143090053e-48	0.419914653880441	0.538	0.239	3.72320349945427e-44	CC	CG10737
3.71972298875443e-46	0.437087016833672	0.315	0.087	6.20115019455251e-42	CC	Syn1
8.55584273763638e-45	0.355623795818761	0.442	0.17	1.42634454279136e-40	CC	Mtap
2.24149850252514e-44	0.409659141317233	0.883	0.807	3.73680215355967e-40	CC	NUCB1
3.3600647611022e-42	0.277531336055177	0.252	0.06	5.60156396323347e-38	CC	Pex13
1.54989676052828e-38	0.26456345190163	0.268	0.072	2.58383288947669e-34	CC	Dyrk2
2.7152594009833e-38	0.432137144349762	0.558	0.315	4.52660894737926e-34	CC	Aldh-III
3.47445469702614e-36	0.407426406757391	0.732	0.507	5.79226342541229e-32	CC	Su(Tpl)
3.91742956094902e-35	0.330527803324931	0.365	0.141	6.53074682105811e-31	CC	Pli
5.81625713236477e-30	0.294183076141915	0.357	0.153	9.69628226536531e-26	CC	Herc4
1.11130960859408e-29	0.401268997624458	0.641	0.477	1.85266424848719e-25	CC	nudC
6.77255931082086e-29	0.311005401140076	0.433	0.208	1.12905336270695e-24	CC	nclb
1.67822872735007e-27	0.360544154182622	0.708	0.539	2.79777511136531e-23	CC	Cdc37
5.55639788258452e-20	0.29308999252911	0.442	0.264	9.26307091005666e-16	CC	ApepP
2.87186299558508e-18	0.25525705786456	0.373	0.203	4.78768279993988e-14	CC	Pgant5
3.18463522483206e-17	0.25092992104618	0.333	0.179	5.30910538331753e-13	CC	CHORD
1.20586643477389e-16	0.267894783668529	0.387	0.224	2.01029993341155e-12	CC	l(1)G0196
7.8986572088392e-16	0.322511036556326	0.458	0.379	1.31678514328558e-11	CC	CG8468
3.59621501062143e-15	0.363655371139101	0.546	0.437	5.99525004420699e-11	CC	kdn
8.74404733064542e-13	0.25990578568874	0.593	0.62	1.4577201304919e-08	CC	Pect
1.16062968617109e-09	0.311789573913604	0.599	0.502	1.93488574981583e-05	CC	Rpn8
0	1.45912721423947	0.805	0.104	0	GST-rich	CG18547
0	1.06220028161114	0.693	0.17	0	GST-rich	CG3008
0	1.00292446836403	0.915	0.571	0	GST-rich	IscU
0	1.00222656698428	0.754	0.311	0	GST-rich	eIF6
0	0.964747567730099	0.486	0.008	0	GST-rich	dysf
4.45170945647499e-313	0.926779146559807	0.698	0.243	7.42144483488945e-309	GST-rich	CG12171
6.82602650277372e-243	0.688280964860099	0.433	0.069	1.13796687827741e-238	GST-rich	CG3448
7.8904814675583e-195	0.511075286296033	0.369	0.045	1.31542216545664e-190	GST-rich	agt
5.8258122155142e-179	0.731335408302673	0.507	0.152	9.71221154448373e-175	GST-rich	rad50
1.4159716964344e-159	0.636066823520365	0.579	0.226	2.36056641512579e-155	GST-rich	Nfs1
1.81016943394548e-133	0.510176457825936	0.365	0.093	3.01773346333051e-129	GST-rich	Rev7
2.78597267016239e-133	0.582096531155542	0.552	0.237	4.64449503842773e-129	GST-rich	CG17904
8.81814479086862e-133	0.496573281513737	0.391	0.1	1.47007291808571e-128	GST-rich	CG17294
1.06199140903457e-132	0.618524704999314	0.796	0.559	1.77044587800153e-128	GST-rich	CG1703
1.59549339681907e-132	0.43208301737517	0.32	0.059	2.65984704183707e-128	GST-rich	mre11
2.18846218564997e-125	0.598180872242712	0.555	0.24	3.64838530969707e-121	GST-rich	RpA-70
1.01831495914936e-121	0.538275897890715	0.497	0.206	1.6976328683979e-117	GST-rich	RtcB
3.68723418879347e-121	0.547872133873271	0.524	0.222	6.1469881161376e-117	GST-rich	Archease
2.33688090812611e-114	0.52759771532256	0.427	0.15	3.89581416193704e-110	GST-rich	Prp31
1.333593385049e-109	0.423964550240383	0.939	0.845	2.22323353221519e-105	GST-rich	crc
8.51748054089129e-108	0.456095553253171	0.377	0.112	1.41994918097199e-103	GST-rich	Irbp18
5.02334271235153e-103	0.505921440620204	0.536	0.254	8.37441463576123e-99	GST-rich	CG4858
1.89871307052012e-101	0.512016758969633	0.632	0.359	3.1653445598641e-97	GST-rich	CG2076
1.21772234314421e-90	0.455038477876172	0.82	0.649	2.03006491825571e-86	GST-rich	REG
7.33505209791105e-90	0.478737442137929	0.582	0.304	1.22282653524275e-85	GST-rich	CG9065
9.90726178747356e-90	0.39430626920274	0.329	0.096	1.65163961258972e-85	GST-rich	CG6171
4.61416647254817e-81	0.427133778766036	0.355	0.112	7.69227692638506e-77	GST-rich	bgm
2.02026211443514e-80	0.345351469549276	0.298	0.08	3.36797897097483e-76	GST-rich	Mocs1
6.0737978375894e-78	0.412112207074991	0.415	0.177	1.01256283750453e-73	GST-rich	CG42496
