FlyGeneID	FlyGeneID.1	FlyBaseID	FlySymbol	Species	MouseGeneID	MGIID	MouseSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
Vps11	317987	FBgn0052350	Vps11	Mouse	71732	1918982	Vps11	13	12.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps13	35693	FBgn0033194	Vps13	Mouse	271564	2444304	Vps13a	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps13B	43550	FBgn0039727	Vps13B	Mouse	666173	1916380	Vps13b	10	9.76	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Vps13D	39448	FBgn0052113	Vps13D	Mouse	230895	2448530	Vps13d	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps15	41096	FBgn0260935	Vps15	Mouse	75669	1922919	Pik3r4	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps16A	41107	FBgn0285911	Vps16A	Mouse	80743	2136772	Vps16	13	12.83	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Vps16B	43521	FBgn0039702	Vps16B	Mouse	104799	2144805	Vipas39	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps2	43164	FBgn0039402	Vps2	Mouse	68953	1916203	Chmp2a	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps20	37581	FBgn0034744	Vps20	Mouse	208092	3583942	Chmp6	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps24	40542	FBgn0037231	Vps24	Mouse	66700	1913950	Chmp3	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps25	35847	FBgn0022027	Vps25	Mouse	28084	106354	Vps25	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps26	31144	FBgn0014411	Vps26	Mouse	69091	1917656	Vps26b	12	11.83	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Vps28	47408	FBgn0021814	Vps28	Mouse	66914	1914164	Vps28	12	11.89	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps29	33295	FBgn0031310	Vps29	Mouse	56433	1928344	Vps29	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps33B	43077	FBgn0039335	Vps33B	Mouse	233405	2446237	Vps33b	7	6.81	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam
Vps35	37536	FBgn0034708	Vps35	Mouse	65114	1890467	Vps35	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps36	39523	FBgn0086785	Vps36	Mouse	70160	1917410	Vps36	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps37B	40624	FBgn0037299	Vps37B	Mouse	330192	1916724	Vps37b	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps39	42192	FBgn0038593	Vps39	Mouse	269338	2443189	Vps39	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps4	32777	FBgn0283469	Vps4	Mouse	116733	1890520	Vps4a	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps45	41153	FBgn0261049	Vps45	Mouse	22365	891965	Vps45	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps50	37021	FBgn0034271	Vps50	Mouse	73288	1920538	Vps50	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps51	37156	FBgn0034380	Vps51	Mouse	68505	1915755	Vps51	12	11.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Vps52	33774	FBgn0031710	Vps52	Mouse	224705	1330304	Vps52	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps53	33640	FBgn0031598	Vps53	Mouse	68299	1915549	Vps53	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps60	39964	FBgn0036740	Vps60	Mouse	76959	1924209	Chmp5	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vps8	38735	FBgn0035704	Vps8	Mouse	209018	2146407	Vps8	12	11.61	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, TreeFam
Vrp1	37521	FBgn0243516	Vrp1	Mouse	215280	2178801	Wipf1	5	4.79	high	Yes	Yes	Compara, eggNOG, orthoMCL, Panther, TreeFam
Vsp37A	31006	FBgn0016038	Vsp37A	Mouse	52348	1261835	Vps37a	8	7.74	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome
Vta1	38204	FBgn0035251	Vta1	Mouse	66201	1913451	Vta1	12	11.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Vti1a	38085	FBgn0260862	Vti1a	Mouse	53611	1855699	Vti1a	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
WASp	43402	FBgn0024273	WASp	Mouse	22376	105059	Was	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
WDR79	33865	FBgn0031782	WDR79	Mouse	216853	2384933	Wrap53	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
WDY	26067056	FBgn0267449	WDY	Mouse	381693	1923042	Wdr95	2	2.04	high	Yes	Yes	OrthoDB, RoundUp
WRNexo	42208	FBgn0038608	WRNexo	Mouse	22427	109635	Wrn	2	1.85	moderate	Yes	No	eggNOG, Isobase
Wbp2	39460	FBgn0036318	Wbp2	Mouse	22378	104709	Wbp2	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Wdfy2	34425	FBgn0032246	Wdfy2	Mouse	268752	2442811	Wdfy2	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Wdr24	43505	FBgn0027518	Wdr24	Mouse	268933	2446285	Wdr24	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Wdr33	40698	FBgn0046222	Wdr33	Mouse	74320	1921570	Wdr33	11	10.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Wdr59	34540	FBgn0032339	Wdr59	Mouse	319481	2442115	Wdr59	12	11.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Wdr62	33367	FBgn0031374	Wdr62	Mouse	233064	1923696	Wdr62	11	10.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Wdr81	34616	FBgn0032395	Wdr81	Mouse	192652	2681828	Wdr81	13	12.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, Phylome, RoundUp, TreeFam
Wdr92	39997	FBgn0036771	Wdr92	Mouse	103784	2144224	Wdr92	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Wee1	33965	FBgn0011737	Wee1	Mouse	22390	103075	Wee1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Wnk	40391	FBgn0037098	Wnk	Mouse	232341	2442092	Wnk1	8	7.87	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Wnt10	34011	FBgn0031903	Wnt10	Mouse	22410	108061	Wnt10b	13	12.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Wnt2	35975	FBgn0004360	Wnt2	Mouse	22422	98962	Wnt7b	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Wnt4	34007	FBgn0010453	Wnt4	Mouse	22412	1197020	Wnt9b	6	5.76	high	Yes	Yes	eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Phylome
Wnt6	34010	FBgn0031902	Wnt6	Mouse	22420	98960	Wnt6	10	9.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OrthoDB, OrthoFinder, Panther, Phylome, RoundUp, TreeFam
Wsck	318600	FBgn0046685	Wsck	Mouse	243659	2141396	Styk1	2	2	high	Yes	Yes	eggNOG, Panther
Wwox	34090	FBgn0031972	Wwox	Mouse	80707	1931237	Wwox	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
XRCC1	31451	FBgn0026751	XRCC1	Mouse	22594	99137	Xrcc1	10	9.74	high	Yes	Yes	Compara, eggNOG, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Xbp1	44226	FBgn0021872	Xbp1	Mouse	22433	98970	Xbp1	8	7.82	high	Yes	Yes	eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Xe7	40699	FBgn0010772	Xe7	Mouse	338351	2443758	Akap17b	9	8.87	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Xpac	31357	FBgn0004832	Xpac	Mouse	22590	99135	Xpa	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Xpc	36697	FBgn0004698	Xpc	Mouse	22591	103557	Xpc	11	10.68	high	Yes	Yes	Compara, eggNOG, Hieranoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Xpd	37414	FBgn0261850	Xpd	Mouse	13871	95413	Ercc2	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Xrcc2	32837	FBgn0030931	Xrcc2	Mouse	57434	1927345	Xrcc2	6	5.72	high	Yes	Yes	eggNOG, Isobase, orthoMCL, Panther, Phylome, TreeFam
Xxylt	37833	FBgn0034959	Xxylt	Mouse	268880	2146443	Xxylt1	11	10.87	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
YL-1	34516	FBgn0032321	YL-1	Mouse	21427	1202305	Vps72	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
YME1L	37636	FBgn0034792	YME1L	Mouse	27377	1351651	Yme1l1	12	11.63	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Yeti	7354404	FBgn0267398	Yeti	Mouse	23837	1344403	Cfdp1	8	7.79	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp
Yip1d1	34696	FBgn0032465	Yip1d1	Mouse	67180	1914430	Yipf5	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Yippee	32295	FBgn0026749	Yippee	Mouse	383295	1916937	Ypel5	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ykt6	31706	FBgn0260858	Ykt6	Mouse	56418	1927550	Ykt6	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ythdc1	38420	FBgn0027616	Ythdc1	Mouse	231386	2443713	Ythdc1	9	8.87	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Ythdf	42995	FBgn0039261	Ythdf	Mouse	228994	1917431	Ythdf1	10	9.78	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ZAP3	31942	FBgn0052685	ZAP3	Mouse	56531	1926195	Ylpm1	10	9.87	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
ZC3H3	38968	FBgn0035900	ZC3H3	Mouse	223642	2663721	Zc3h3	8	7.82	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Zasp52	36740	FBgn0265991	Zasp52	Mouse	24131	1344412	Ldb3	8	7.9	high	Yes	Yes	eggNOG, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Zasp66	38988	FBgn0035917	Zasp66	Mouse	53318	1859274	Pdlim3	3	3.09	high	Yes	Yes	Inparanoid, OMA, RoundUp
Zcchc7	39883	FBgn0036668	Zcchc7	Mouse	319885	2442912	Zcchc7	6	5.98	high	Yes	Yes	eggNOG, Isobase, OrthoFinder, OrthoInspector, Panther, RoundUp
Zfrp8	45021	FBgn0021875	Zfrp8	Mouse	18567	104643	Pdcd2	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Zip102B	43786	FBgn0039902	Zip102B	Mouse	328133	1914820	Slc39a9	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Zip48C	36273	FBgn0033665	Zip48C	Mouse	69806	1917056	Slc39a11	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Zip71B	39626	FBgn0036461	Zip71B	Mouse	72002	1919336	Slc39a5	8	7.76	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome
Zip99C	43533	FBgn0039714	Zip99C	Mouse	68427	1915677	Slc39a13	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Zir	33165	FBgn0031216	Zir	Mouse	67299	1914549	Dock7	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ziz	34030	FBgn0260486	Ziz	Mouse	105445	106321	Dock9	12	11.97	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Zmynd10	39481	FBgn0266709	Zmynd10	Mouse	114602	2387863	Zmynd10	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Zn72D	39764	FBgn0263603	Zn72D	Mouse	22763	1341890	Zfr	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ZnT49B	36393	FBgn0033762	ZnT49B	Mouse	109108	1923690	Slc30a9	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ZnT86D	41342	FBgn0037875	ZnT86D	Mouse	66500	1913750	Slc30a7	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Zpr1	31851	FBgn0030096	Zpr1	Mouse	22687	1330262	Zpr1	12	11.76	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Zw10	47874	FBgn0004643	Zw10	Mouse	26951	1349478	Zw10	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Zwilch	59247	FBgn0061476	Zwilch	Mouse	68014	1915264	Zwilch	4	3.89	high	Yes	Yes	Compara, eggNOG, Panther, TreeFam
Zyx	317824	FBgn0011642	Zyx	Mouse	210126	2441849	Lpp	9	8.8	high	Yes	Yes	eggNOG, Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
a	43852	FBgn0000008	a	Mouse	68070	1922394	Pdzd2	4	3.89	high	Yes	Yes	eggNOG, OrthoInspector, RoundUp, TreeFam
aPKC	47594	FBgn0261854	aPKC	Mouse	18759	99260	Prkci	12	11.85	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
aay	39085	FBgn0023129	aay	Mouse	100678	97788	Psph	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ab	34560	FBgn0264442	ab	Mouse	240869	2444467	Zbtb37	2	2	high	Yes	Yes	Inparanoid, Isobase
abo	44793	FBgn0000018	abo	Mouse	76375	1923625	Det1	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
abs	40530	FBgn0015331	abs	Mouse	72935	1920185	Ddx41	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
adp	37073	FBgn0000057	adp	Mouse	230796	2685541	Wdtc1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
aft	37034	FBgn0026309	aft	Mouse	234728	2384580	Cmtr2	11	10.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ago	38516	FBgn0041171	ago	Mouse	50754	1354695	Fbxw7	8	7.62	high	Yes	Yes	Compara, eggNOG, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp
agt	40816	FBgn0024912	agt	Mouse	17314	96977	Mgmt	8	7.67	high	Yes	Yes	Compara, eggNOG, Isobase, OrthoFinder, OrthoInspector, orthoMCL, RoundUp, TreeFam
akirin	38821	FBgn0082598	akirin	Mouse	433693	1889364	Akirin2	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
alc	35931	FBgn0260972	alc	Mouse	19079	1336167	Prkab1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
alien	34225	FBgn0013746	alien	Mouse	12848	1330276	Cops2	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
alpha-Cat	40517	FBgn0010215	alpha-Cat	Mouse	12385	88274	Ctnna1	13	12.82	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
alpha-Catr	49713	FBgn0029105	alpha-Catr	Mouse	54366	1859649	Ctnnal1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
alpha-Est2	40908	FBgn0015570	alpha-Est2	Mouse	13884	95420	Ces1c	6	5.85	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoDB, OrthoFinder
alpha-Man-Ib	43436	FBgn0039634	alpha-Man-Ib	Mouse	227619	2684954	Man1b1	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
alpha-PheRS	31740	FBgn0030007	alpha-PheRS	Mouse	66590	1913840	Farsa	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
alpha-Spec	38231	FBgn0250789	alpha-Spec	Mouse	20740	98386	Sptan1	14	13.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
alphaCOP	38199	FBgn0025725	alphaCOP	Mouse	12847	1334462	Copa	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
alphaSnap	40233	FBgn0250791	alphaSnap	Mouse	108124	104563	Napa	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
alphaTub85E	41183	FBgn0003886	alphaTub85E	Mouse	22142	98869	Tuba1a	8	7.71	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoDB, OrthoFinder, orthoMCL, TreeFam
alt	42127	FBgn0038535	alt	Mouse	81910	1932395	Rrbp1	4	4.08	high	Yes	Yes	Compara, Inparanoid, OrthoFinder, Panther
amon	43215	FBgn0023179	amon	Mouse	18549	97512	Pcsk2	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
amx	43869	FBgn0000077	amx	Mouse	68634	1915884	Tm2d3	12	11.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
